epoch,acc,loss,val_acc,val_loss
0,0.8042747974395752,0.9314637780189514,0.9558995962142944,0.15360046923160553
1,0.9707039594650269,0.10054226219654083,0.9757225513458252,0.0799819827079773
2,0.9810976982116699,0.06389108300209045,0.9851800799369812,0.051332395523786545
3,0.9864411354064941,0.04540007561445236,0.9896818399429321,0.03484099730849266
4,0.9889253377914429,0.03727998957037926,0.9914788007736206,0.03037344478070736
5,0.990760087966919,0.0313652828335762,0.9876957535743713,0.04515441134572029
6,0.9924466609954834,0.025409938767552376,0.9904763102531433,0.03468905761837959
